ROWID,Country,State lgd code,State,YearCode,Year,Gross sown area ,Net sown area,Gross irrigated area ,Net irrigated area ,Cropping intensity (%)
716,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",8184.265419407140272,6308.516605670360466,4034.044276806730593,2839.001662162041354,129.7
717,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",7759.599497355488079,6294.417471472098441,3826.505021408313585,2870.583722766148290,123.3
718,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",7698.127272251065650,6269.602995283157277,3534.934926188254908,2580.141558281950575,122.8
719,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",8128,6448,4095,3014,126
720,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",7690,6236,3886,2927,123.3
721,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",7532,6209,3547,2743,121.3
722,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",7418,6077,3582,2719,122.1
723,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",7445,6048,3730,2763,123.1
724,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",7297,6049,3635,2796,120.6
725,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",7287,5884,3813,2879,123.8
726,India,29,Karnataka,1991,"Calendar Year (Jan - Dec), 1991",12392,10710,2834,2308,115.7
727,India,29,Karnataka,1992,"Calendar Year (Jan - Dec), 1992",12412,10788,2802,2194,115.1
728,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",12432,10790,2971,2327,115.2
729,India,29,Karnataka,1994,"Calendar Year (Jan - Dec), 1994",12013,10419,2923,2325,115.3
730,India,29,Karnataka,1995,"Calendar Year (Jan - Dec), 1995",11958,10420,2845,2302,114.8
731,India,29,Karnataka,1996,"Calendar Year (Jan - Dec), 1996",12335,10610,2881,2325,116.3
732,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",11695,10075,2912,2363,116.1
733,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",12312,10489,3118,2492,117.4
734,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",12097,10259,3162,2548,117.9
735,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",12284,10410,3271,2643,118
736,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",11670,10031,3089,2565,116.3
737,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",11532,9838,2841,2450,117.2
738,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",11450,9847,2702,2384,116.3
739,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",12807,10499,3328,2820,122
740,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",13027,10509,3632,2970,124
741,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",12438,10105,3603,2946,123.1
742,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",12893,10419,3789,3132,123.7
743,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",12368,10174,3942,3238,121.6
744,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",12873,10404,4096,3390,123.7
745,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",13062,10523,4279,3490,124.1
746,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",12059,9941,4137,3440,121.3
747,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",11748,9793,4007,3421,120
748,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",12267,9923,4112,3556,123.6
749,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",12247,10044,4186,3589,121.9
750,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",12009,10006,3742,3243,120
751,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",11779,9855,3548,3104,119.5
752,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",11994,9895,3639,3155,121.2
753,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",13551,10664,4744,4032,127.1
754,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",,,,,
755,India,30,Goa,1991,"Calendar Year (Jan - Dec), 1991",153,132,35,24,116.2
756,India,30,Goa,1992,"Calendar Year (Jan - Dec), 1992",161,138,35,23,116.7
757,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",162,138,35,23,117.4
758,India,30,Goa,1994,"Calendar Year (Jan - Dec), 1994",163,138,36,23,118.1
759,India,30,Goa,1995,"Calendar Year (Jan - Dec), 1995",165,139,36,23,118.7
760,India,30,Goa,1996,"Calendar Year (Jan - Dec), 1996",165,139,36,23,118.7
761,India,30,Goa,1997,"Calendar Year (Jan - Dec), 1997",169,141,36,24,119.9
762,India,30,Goa,1998,"Calendar Year (Jan - Dec), 1998",171,142,34,22,120.7
763,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",171,142,34,22,121.2
764,India,30,Goa,2000,"Calendar Year (Jan - Dec), 2000",171,141,36,23,121.4
765,India,30,Goa,2001,"Calendar Year (Jan - Dec), 2001",168,141,38,23,119.1
766,India,30,Goa,2002,"Calendar Year (Jan - Dec), 2002",164,141,39,24,115.8
767,India,30,Goa,2003,"Calendar Year (Jan - Dec), 2003",169,141,40,24,119.2
768,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",169,134,40,24,126.6
769,India,30,Goa,2005,"Calendar Year (Jan - Dec), 2005",170,137,38,24,124.5
770,India,30,Goa,2006,"Calendar Year (Jan - Dec), 2006",172,137,38,24,125.6
771,India,30,Goa,2007,"Calendar Year (Jan - Dec), 2007",170,134,39,35,126.3
772,India,30,Goa,2008,"Calendar Year (Jan - Dec), 2008",166,135,36,35,123.3
773,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",160,132,38,29,121.8
774,India,30,Goa,2010,"Calendar Year (Jan - Dec), 2010",160,131,36,36,122.1
775,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",164,132,41,41,124.4
776,India,30,Goa,2012,"Calendar Year (Jan - Dec), 2012",163,132,36,36,123.2
777,India,30,Goa,2013,"Calendar Year (Jan - Dec), 2013",158,129,38,38,122.2
778,India,30,Goa,2014,"Calendar Year (Jan - Dec), 2014",158,129,39,39,122
779,India,30,Goa,2015,"Calendar Year (Jan - Dec), 2015",157,130,39,39,120.9
780,India,30,Goa,2016,"Calendar Year (Jan - Dec), 2016",155,130,37,37,118.9
781,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",152,129,35,17,117.8
782,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",150,128,34,16,117.2
783,India,30,Goa,2019,"Calendar Year (Jan - Dec), 2019",146,127,32,22,115
784,India,32,Kerala,1991,"Calendar Year (Jan - Dec), 1991",3021,2248,387,333,134.4
785,India,32,Kerala,1992,"Calendar Year (Jan - Dec), 1992",3047,2250,376,335,135.4
786,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",3042,2238,413,324,135.9
787,India,32,Kerala,1994,"Calendar Year (Jan - Dec), 1994",3048,2239,506,358,136.1
788,India,32,Kerala,1995,"Calendar Year (Jan - Dec), 1995",3066,2265,466,342,135.4
789,India,32,Kerala,1996,"Calendar Year (Jan - Dec), 1996",3021,2269,466,357,133.1
790,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",2969,2271,417,350,130.7
791,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",2917,2259,421,375,129.1
792,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",3002,2239,471,380,134
793,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",3022,2206,458,381,137
794,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",2992,2191,432,377,136.6
795,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",2970,2189,429,379,135.7
796,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",2954,2190,425,384,134.9
797,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",2996,2155,455,393,139
798,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",2986,2132,460,401,140
799,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",2918,2101,490,392,138.8
800,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",2761,2089,455,388,132.2
801,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",2695,2089,458,390,129
802,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",2669,2079,455,386,128.4
803,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",2647,2072,467,415,127.8
804,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",2662,2040,546,409,130.5
805,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",2592,2048,458,396,126.5
806,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",2617,2051,468,397,127.6
807,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",2625,2043,470,414,128.5
808,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",2628,2023,484,414,129.9
809,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",2584,2015,497,378,128.2
810,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",2580,2040,540,392,126.5
811,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",2571,2034,,404,126.4
812,India,32,Kerala,2019,"Calendar Year (Jan - Dec), 2019",2586,2026,,410,127.6
813,India,33,Tamil Nadu,1991,"Calendar Year (Jan - Dec), 1991",6976,5726,3257,2605,121.8
814,India,33,Tamil Nadu,1992,"Calendar Year (Jan - Dec), 1992",7067,5813,3385,2698,121.6
815,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",7158,5901,3544,2799,121.3
816,India,33,Tamil Nadu,1994,"Calendar Year (Jan - Dec), 1994",7026,5790,3588,2902,121.3
817,India,33,Tamil Nadu,1995,"Calendar Year (Jan - Dec), 1995",6268,5342,3183,2625,117.3
818,India,33,Tamil Nadu,1996,"Calendar Year (Jan - Dec), 1996",6457,5486,3347,2892,117.7
819,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",6558,5486,3519,2945,119.5
820,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",6627,5635,3635,3019,117.6
821,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",6519,5464,3585,2972,119.3
822,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",6338,5303,3490,2888,119.5
823,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",6226,5172,3412,2801,120.4
824,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",5191,4590,2622,2310,113.1
825,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",5316,4689,2479,2148,113.4
826,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",5889,5097,3087,2637,115.5
827,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",6033,5244,3397,2920,115
828,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",5843,5126,3309,2889,114
829,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",5815,5062,3252,2864,114.9
830,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",5824,5043,3393,2931,115.5
831,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",5572,4892,3238,2864,113.9
832,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",5753,4954,3348,2912,116.1
833,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",5890,4986,3519,2964,118.1
834,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",5140,4544,2991,2643,113.1
835,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",5897,4714,3311,2679,125.1
836,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",5995,4819,3394,2726,124.4
837,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",6074,4833,3575,2833,125.7
838,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",5129,4347,2845,2385,118
839,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",5730,4639,3278,2627,123.5
840,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",5672,4582,3183,2565,123.8
841,India,33,Tamil Nadu,2019,"Calendar Year (Jan - Dec), 2019",5942,4738,3410,2672,125.4
842,India,34,Puducherry,1991,"Calendar Year (Jan - Dec), 1991",46,28,36,23,165.1
843,India,34,Puducherry,1992,"Calendar Year (Jan - Dec), 1992",47,27,37,23,174.1
844,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",45,27,35,23,166.7
845,India,34,Puducherry,1994,"Calendar Year (Jan - Dec), 1994",46,27,36,23,170.4
846,India,34,Puducherry,1995,"Calendar Year (Jan - Dec), 1995",45,26,35,23,173.1
847,India,34,Puducherry,1996,"Calendar Year (Jan - Dec), 1996",44,25,34,22,176
848,India,34,Puducherry,1997,"Calendar Year (Jan - Dec), 1997",44,25,34,21,176
849,India,34,Puducherry,1998,"Calendar Year (Jan - Dec), 1998",43,25,33,22,172.9
850,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",42,24,34,22,173.5
851,India,34,Puducherry,2000,"Calendar Year (Jan - Dec), 2000",43,24,34,21,177.9
852,India,34,Puducherry,2001,"Calendar Year (Jan - Dec), 2001",39,24,34,21,162.9
853,India,34,Puducherry,2002,"Calendar Year (Jan - Dec), 2002",36,22,31,19,168.7
854,India,34,Puducherry,2003,"Calendar Year (Jan - Dec), 2003",37,21,31,17,181.1
855,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",39,21,32,18,184.5
856,India,34,Puducherry,2005,"Calendar Year (Jan - Dec), 2005",36,21,29,18,175.7
857,India,34,Puducherry,2006,"Calendar Year (Jan - Dec), 2006",36,20,28,18,175.5
858,India,34,Puducherry,2007,"Calendar Year (Jan - Dec), 2007",35,20,27,17,174.6
859,India,34,Puducherry,2008,"Calendar Year (Jan - Dec), 2008",33,19,27,16,170.6
860,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",32,19,27,16,170.3
861,India,34,Puducherry,2010,"Calendar Year (Jan - Dec), 2010",31,19,25,15,169.3
862,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",27,18,22,15,151.6
863,India,34,Puducherry,2012,"Calendar Year (Jan - Dec), 2012",26,16,22,14,161.6
864,India,34,Puducherry,2013,"Calendar Year (Jan - Dec), 2013",25,15,21,13,163.8
865,India,34,Puducherry,2014,"Calendar Year (Jan - Dec), 2014",27,16,22,13,168.3
866,India,34,Puducherry,2015,"Calendar Year (Jan - Dec), 2015",26,15,21,13,170.8
867,India,34,Puducherry,2016,"Calendar Year (Jan - Dec), 2016",26,15,21,13,170.7
868,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",26,15,22,13,173.3
869,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",27,15,23,13,180
870,India,34,Puducherry,2019,"Calendar Year (Jan - Dec), 2019",,,,,
871,India,36,Telangana,1991,"Calendar Year (Jan - Dec), 1991",5752.168866261094648,4814.258372679559279,2344.994251269873182,1897.186684134477169,119.5
872,India,36,Telangana,1992,"Calendar Year (Jan - Dec), 1992",5561.185697414645326,4563.538459239585854,2217.236104073504115,1756.783532608092051,121.9
873,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",5532.407411698057072,4518.190857504355878,2188.893852988985380,1696.174718750428910,122.4
874,India,36,Telangana,1994,"Calendar Year (Jan - Dec), 1994",5573.830701744661377,4519.498961400564435,2260.839567280456015,1726.261108363225721,123.3
875,India,36,Telangana,1995,"Calendar Year (Jan - Dec), 1995",5687.199706082736317,4638.100381323473603,2312.727688496728776,1797.770788022626837,122.6
876,India,36,Telangana,1996,"Calendar Year (Jan - Dec), 1996",5847.224416052249790,4723.999203841168846,2521.152242625958858,1916.372207945536005,123.8
877,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",5291.280260163613065,4293.196987356484074,2249.066632214579002,1720.156623514252455,123.2
878,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",5940.971861947196375,4786.788190859179582,2656.322978567509748,1978.725160331477222,124.1
879,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",5678.479013441345937,4626.327446257596590,2505.454995871456174,1911.575826992771296,122.7
880,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",5906.089091381634855,4846.524935452703685,2579.580883323274404,1974.364814010782032,121.9
881,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",5562.057766678784364,4539.120519843692790,2419.556173353760931,1847.914770710621522,122.5
882,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",5040.124312091570121,4192.472987348425185,1977.853091067338184,1575.829160299241666,120.2
883,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",5392.004260171671954,4411.798407279393242,2084.681575924370339,1584.549852940632046,122.2
884,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",5458.717558878308361,4502.929645381922713,2174.504710130691253,1692.250407061803239,121.2
885,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",5826.294753712912878,4685.192121586981655,2614.463653888835924,1915.064104049327448,124.4
886,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",5586.039671442607909,4424.443411609409293,2646.730216661980330,1941.662216605568107,126.3
887,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",5915.681853287164273,4689.988502539746364,2740.477662556926915,2024.944831330846236,126.1
888,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",6030.358961521447770,4738.824381331532492,2939.309454780627579,2101.686926575081580,127.3
889,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",5476.594978793158640,4356.422009006564329,2513.303619248707516,1837.449939540953066,125.7
890,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",6327.734580592859728,4877.483394329639534,3118.955723193269407,2194.998337837958646,129.7
891,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",5999.400502644511921,4866.582528527901559,2958.494978591686415,2219.416277233851710,123.3
892,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",5951.872727748934350,4847.397004716842723,2733.065073811745092,1994.858441718049425,122.8
893,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",6288,4961,3164,2289,126.7
894,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",5315,4377,2529,1726,121.5
895,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",4893,4175,2028,1486,117.2
896,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",5970,4774,3008,2158,125
897,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",6059,4898,3172,2324,123.7
898,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",5774,4660,3131,2210,123.9
899,India,36,Telangana,2019,"Calendar Year (Jan - Dec), 2019",,,,,
900,India,37,Ladakh,1991,"Calendar Year (Jan - Dec), 1991",26.3141008977441009,17.8672988519372526,10.8080118395914716,7.6191614995318257,147.2
901,India,37,Ladakh,1992,"Calendar Year (Jan - Dec), 1992",26.1437043146874786,17.7699293759048970,10.6376152565348493,7.5704767615156479,147.1
902,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",26.2897585287360120,17.9159835899534304,10.8080118395914716,7.5948191305237368,146.7
903,India,37,Ladakh,1994,"Calendar Year (Jan - Dec), 1994",25.7055416725418784,17.8429564829291637,10.4672186734782270,7.4244225474671145,144.1
904,India,37,Ladakh,1995,"Calendar Year (Jan - Dec), 1995",26.1193619456793897,17.8672988519372526,10.7106423635591160,9.3961544371223154,146.2
905,India,37,Ladakh,1996,"Calendar Year (Jan - Dec), 1996",26.2167314217117453,17.8429564829291637,10.8810389466157383,7.6191614995318257,146.9
906,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",26.3627856357602787,17.9159835899534304,10.8566965776076494,7.5217920234994701,147.1
907,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",26.3141008977441009,17.8429564829291637,10.8810389466157383,7.5217920234994701,147.4
908,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",26.2410737907198342,17.8429564829291637,10.6619576255429382,7.3757378094509367,147
909,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",27.1417414440191235,18.2080920180504972,10.9297236846319161,7.5704767615156479,149
910,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",26.9226601229463234,18.2080920180504972,10.9297236846319161,7.5461343925075590,147.8
911,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",26.2410737907198342,17.8429564829291637,10.5645881495105826,7.3027107024266700,147.1
912,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",26.8252906469139678,18.1837496490424083,10.8566965776076494,7.4731072854832923,147.6
913,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",26.8252906469139678,18.3054614940828528,11.0270931606642717,7.5704767615156479,146.4
914,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",26.8009482779058789,17.8672988519372526,11.1488050057047162,7.5948191305237368,150.1
915,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",27.4095075031081014,18.0620378040019638,11.1731473747128051,7.5217920234994701,151.9
916,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",27.6042464551728126,17.8672988519372526,11.2705168507451607,7.4974496544913812,154.5
917,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",27.6772735621970793,17.9890106969776971,11.4652558028098719,7.6435038685399146,153.9
918,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",27.8720125142617905,17.8916412209453415,11.6843371238826720,7.7165309755641813,155.7
919,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",27.7503006692213460,17.8186141139210748,11.6599947548745831,7.8139004515965369,155.8
920,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",28.2614904183912129,18.1594072800343194,11.6843371238826720,7.7652157135803591,155.6
921,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",28.2858327873993018,18.1350649110262305,11.8547337069392943,7.9112699276288925,156
922,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",28.2371480493831240,18.0376954349938749,11.8547337069392943,7.8625851896127147,156.6
923,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",29.1134733336743244,18.4515157081313862,12.7067166222224058,7.9112699276288925,157.7
924,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",28.2128056803750351,18.3541462320990306,12.6336895151981391,8.6658833668796484,153.7
925,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",28.6509683225206353,18.4271733391232973,12.0981573970201833,8.1790359867178704,155.5
926,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",28.3588598944235685,18.3054614940828528,12.1955268730525389,8.0816665106855148,154.9
927,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",27.3608227650919236,17.3561091027673857,12.0494726590040055,8.0086394036612481,157.6
928,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",26.5331822188169010,17.5265056858240080,14.4106824527886288,10.4185339354620492,151.4
